company,title,is_data_job,location_zone,quota,inStudentDraftCount,competition_rate,compensationAmount,compensation_Type,tags,workingCondition,officeName,officeAddressLine1,officeAddressLine2,description,requirements
บริษัท โกซอฟท์ (ประเทศไทย) จำกัด,DevOps Engineer Trainee,Yes,,1,5,5.0,0.0,,,,"Gosfot Office, The Tara Building, 8, 9, 10 floor., Chaeng-Watthana, Parkred, Nonthaburi","อาคาร อาคารเดอะธารา ชั้น 8-10 เลขที่ 58/28 ถนน แจ้งวัฒนะ แขวง ปากเกร็ด เขต บางตลาด จังหวัด นนทบุรี  11120 
  ",,"Job Title: DevOps Engineer Trainee (Data Platform & SRE Focus) Location: Gosoft (Thailand) Co., Ltd. – Head Office Reports to: DevOps Lead / Platform Engineering Manager Job Summary: As a DevOps Engineer Trainee, you will be part of the team responsible for building and maintaining scalable, reliable, and secure data platforms. You’ll gain hands-on experience in cloud infrastructure, automation, and monitoring, while supporting Site Reliability Engineering (SRE) practices to ensure system performance and availability. Key Responsibilities: Assist in provisioning and managing cloud-based data infrastructure (e.g., Azure, AWS, GCP). Support CI/CD pipelines for data engineering and analytics workloads. Help implement SRE practices such as monitoring, alerting, incident response, and postmortems. Collaborate with data engineers to ensure smooth deployment and integration of data pipelines. Automate infrastructure tasks using tools like Terraform, Ansible, or Kubernetes. Monitor system health and performance using tools like Prometheus, Grafana, or Azure Monitor. Participate in capacity planning, cost optimization, and reliability improvements. Qualifications: Currently pursuing or recently graduated with a degree in Computer Engineering, Information Technology, or related field. Familiarity with cloud platforms (Azure, AWS, or GCP) and DevOps tools. Basic understanding of data platforms and distributed systems. Exposure to scripting languages (e.g., Python, Bash) and infrastructure-as-code tools. Interest in system reliability, automation, and performance engineering. What You’ll Gain: Practical experience in DevOps and SRE within a data-driven organization. Exposure to enterprise-scale cloud infrastructure and data platforms. Mentorship from experienced engineers in platform and reliability engineering. Opportunity to contribute to real-world projects that impact millions of users.",
บริษัท โกซอฟท์ (ประเทศไทย) จำกัด,Full Stack Developer,Yes,,1,2,2.0,0.0,,"Software Engineer, Engineering, Golang, JavaScript, Frontend, ReactJS, Data, nodeJS, agile, infrastructure, AWS, devops, Backend, Developer, Programmer, NextJS, web application, nestJS, expressJS, FullStack, Python, software development, IT, typescript",Hybrid,"Gosfot Office, The Tara Building, 8, 9, 10 floor., Chaeng-Watthana, Parkred, Nonthaburi","อาคาร อาคารเดอะธารา ชั้น 8-10 เลขที่ 58/28 ถนน แจ้งวัฒนะ แขวง ปากเกร็ด เขต บางตลาด จังหวัด นนทบุรี  11120 
  ",สามารถเดินทางได้ด้วยรถไฟฟ้าสายสีชมพู สถานีแจ้งวัฒนะ ปากเกร็ด 28,"Job Title: Full Stack Developer Trainee Location: Gosoft (Thailand) Co., Ltd. – Head Office Reports to: Software Engineering Lead / Project Manager (7-Eleven Digital Solutions) Job Summary: As a Full Stack Developer Trainee, you will contribute to the development of digital solutions that support 7-Eleven Thailand’s retail operations, customer engagement platforms, and internal systems. You’ll gain hands-on experience in both frontend and backend development, working on real-world applications that serve millions of users across the country. Key Responsibilities: Develop and maintain web and mobile applications for 7-Eleven’s customer-facing and internal platforms. Build backend services and APIs to support features such as promotions, loyalty programs, store operations, and delivery services. Collaborate with UI/UX designers to create intuitive and responsive user interfaces. Work with databases (SQL/NoSQL) to manage transactional and customer data. Participate in agile development processes including sprint planning, code reviews, and testing. Integrate with third-party services and internal APIs used across 7-Eleven’s digital ecosystem. Qualifications: Currently pursuing or recently graduated with a degree in Computer Science, Software Engineering, or related field. Familiarity with frontend technologies (HTML, CSS, JavaScript) and frameworks (e.g., React, Angular, Vue.js). Basic experience with backend development using Node.js, Python, or Java. Understanding of RESTful APIs, databases, and version control (Git). Strong problem-solving skills and eagerness to learn in a fast-paced environment. What You’ll Gain: Real-world experience developing applications for one of Thailand’s largest retail brands. Mentorship from experienced developers working on high-impact projects. Exposure to enterprise-scale systems and agile development practices. Opportunity to contribute to digital innovations that reach millions of customers.","Job Title: Full Stack Developer Trainee (Data Platform & Cloud-Native Focus) Location: Gosoft (Thailand) Co., Ltd. – Head Office Reports to: Software Engineering Lead / Platform Engineering Manager Job Summary: As a Full Stack Developer Trainee, you will be part of a cross-functional team building scalable web applications and services that integrate with Gosoft’s data platforms. You’ll gain hands-on experience in both frontend and backend development, while learning how to build resilient systems aligned with DevOps and Site Reliability Engineering (SRE) practices. Key Responsibilities: Develop and maintain web applications using modern frameworks (e.g., React, Angular, Vue.js). Build backend services and APIs using Node.js, Python, or Java integrated with data platforms. Work with cloud-native technologies (e.g., Docker, Kubernetes, Azure/AWS) to deploy and manage applications. Collaborate with DevOps and SRE teams to ensure reliability, scalability, and performance of deployed services. Integrate applications with data pipelines and analytics platforms. Participate in code reviews, testing, and documentation. Qualifications: Currently pursuing or recently graduated with a degree in Computer Science, Software Engineering, or related field. Familiarity with frontend technologies (HTML, CSS, JavaScript) and frameworks (React, Angular, etc.). Basic experience with backend development and RESTful APIs. Exposure to cloud platforms (Azure, AWS, GCP) and containerization tools (Docker, Kubernetes). Understanding of CI/CD pipelines and version control (Git). Interest in data-driven applications and platform engineering. What You’ll Gain: Hands-on experience in full stack development for enterprise-scale systems. Exposure to cloud-native architecture and data platform integration. Mentorship from experienced software engineers and platform specialists. Opportunity to contribute to real-world projects in retail and logistics."
บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),Full-Stack Web Developer,Yes,,1,4,4.0,0.0,,"Bangkok, JavaScript, ReactJS, SQL, nodeJS, Backend, Python, Back-End, React, Backend , PostgreSQL, vue.js, django, Flask, # backend",On-Site,CPF Center of Engineering Excellence,"ศูนย์วิศวกรรม หนองจอก, 29/4 ถนนเชื่อมสัมพันธ์ แขวงโคกแฝด เขตหนองจอก กรุงเทพฯ 10530",https://maps.app.goo.gl/BSaSCNGjZ7tE88LJ9,Department: ศูนย์ซ่อมและพัฒนาเครื่องจักรด้านวิศวกรรมอาหารสำเร็จรูป ร่วมพัฒนา Web Application สำหรับระบบ Auto-Labeling ภาพ ช่วยพัฒนา Back-End เพื่อเชื่อมต่อฐานข้อมูล ระบบ API และโมเดล AI พัฒนา Front-End เพื่อรองรับการอัปโหลดภาพ การแสดงผล และการทำงานของ Auto-Label ทดลองเชื่อมต่อและใช้งานโมเดล Object Detection (เช่น YOLO) ร่วมกับระบบเว็บ ทำงานร่วมกับทีม AI / Engineering ในการทดสอบระบบและแก้ไขปัญหา ช่วยจัดทำเอกสารเทคนิคหรือคู่มือการใช้งานระบบ,"มีความรู้ในการพัฒนา Back-End เช่น Node.js, Python (Django/Flask), Go มีประสบการณ์การใช้งาน JavaScript Framework/Library อย่างน้อย 1 ตัว เช่น React, Vue.js มีประสบการณ์ในการทำงานกับฐานข้อมูล เช่น PostgreSQL, MySQL มีประสบการณ์การทำ Object Detection เช่น YOLO"
บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),Trainee - หน่วยงานวิศวกรรมแปรรูปเนื้อสัตว์,Yes,✅ MRT,1,7,7.0,0.0,บาท/วัน,"Data Analyst, AI, Trainee, business analysis",On-Site,อาคาร ซี. พี. ทาวเวอร์ 2 (ฟอร์จูนทาวน์),"ซี.พี. ทาวเวอร์ 2 (ฟอร์จูนทาวน์), 1 ถนนรัชดาภิเษก แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400",MRT พระราม 9,"รวบรวมและจัดการข้อมูลจากโรงงาน เช่น ข้อมูลการผลิต, การขาย, การบำรุงรักษาเครื่องจักร, การใช้พลังงาน วิเคราะห์ข้อมูลเพื่อหาความสัมพันธ์ ผลกระทบ และจุดที่สามารถ เพิ่มประสิทธิภาพการผลิต เพิ่มรายได้ ลดต้นทุน หรือ ลดการสูญเสีย พัฒนาเบื้องต้นหรือทดลองใช้ AI Copilot และอื่นๆ เพื่อช่วยวิเคราะห์แนวโน้ม สร้างระบบ แจ้งเตือน (Alert) หรือ Insight ที่มีประโยชน์ต่อทีมปฏิบัติการ ทำ Data Visualization และออกแบบ Dashboard ให้ผู้บริหารและทีมงานเข้าใจง่าย ทดลองใช้เครื่องมือ AI เพื่อช่วยวิเคราะห์ ทำงานร่วมกับทีมวิศวกรรม, ทีม IT และหน่วยงานที่เกี่ยวข้อง เพื่อเชื่อมข้อมูลและทดสอบโมเดล จัดทำรายงานสรุปผลการวิเคราะห์ และข้อเสนอแนะเชิงธุรกิจ",
บริษัท ฟินเทค (ประเทศไทย) จำกัด,UX/UI Designer,No,✅ MRT,1,4,4.0,0.0,ไม่มีค่าตอบแทน,"UX/UI, figma",Work From Home,บริษัท ฟินเทค (ประเทศไทย),"อาคาร Zuellig House ชั้น 5 ห้อง 505 เลขที่ 1-7 ถนน สีลม แขวง บางรัก เขต สีลม จังหวัด กรุงเทพมหานคร  10500 
  ","BTS ศาลาแดง, MRT สีลม","ทางบริษัท ฟินเทค (ประเทศไทย) จำกัด กำลังมองหานักศึกษาฝึกงานที่มีใจรักในการออกแบบ มีความคิดสร้างสรรค์ และมีความสามารถในการใช้เครื่องมือ Figma เพื่อเข้าร่วมทีมออกแบบ UX/UI ของเรา ผู้สมัครที่สนใจควรมีความรู้พื้นฐานเกี่ยวกับการออกแบบ UX/UI และมีความสนใจในการเรียนรู้และพัฒนาตนเอง ความรับผิดชอบ มีส่วนร่วมในการออกแบบประสบการณ์ผู้ใช้ (UX) และส่วนต่อประสานผู้ใช้ (UI) ของผลิตภัณฑ์และบริการต่างๆ ของบริษัท ทำงานร่วมกับทีมพัฒนาเพื่อนำเสนอแนวคิดการออกแบบที่ตอบโจทย์ความต้องการของผู้ใช้และธุรกิจ สร้างสรรค์ Wireframes, Prototypes และ Mockups เพื่อสื่อสารแนวคิดการออกแบบ ทดสอบและปรับปรุงการออกแบบตามผลตอบรับของผู้ใช้ เรียนรู้และประยุกต์ใช้เครื่องมือ Figma ในการทำงาน คุณสมบัติ กำลังศึกษาอยู่ในระดับปริญญาตรี สาขาการออกแบบ UX/UI, การออกแบบผลิตภัณฑ์, หรือสาขาที่เกี่ยวข้อง มีความรู้พื้นฐานเกี่ยวกับการออกแบบ UX/UI มีทักษะในการใช้เครื่องมือ Figma มีความคิดสร้างสรรค์และมีทักษะในการแก้ปัญหา สามารถทำงานเป็นทีมได้ดี มีความรับผิดชอบและตรงต่อเวลา สิ่งที่ได้รับ ประสบการณ์การทำงานจริงในสภาพแวดล้อมที่เป็นมืออาชีพ โอกาสในการเรียนรู้และพัฒนาทักษะจากทีมงานที่มีประสบการณ์ มีโอกาสในการร่วมงานกับบริษัทหลังจบการฝึกงาน",ผลตอบแทน ขึ้นอยู่กับผลงานและโปรเจคที่บริษัทมีในขณะนั้น
บริษัท อินเด็กซ์ ลิฟวิ่งมอลล์ จำกัด (มหาชน),Full Stack Developer,Yes,,2,10,5.0,0.0,,,,สำนักงานใหญ่,"เลขที่ 147 ถนน พระรามที่ 2 ซอย 50 แขวง บางขุนเทียน เขต แสมดำ จังหวัด กรุงเทพมหานคร  10150 
  ",,"📋 Responsibilities - Work very closely with QA/Tester, Product Owner, UX/UI Designer and other developers across the team - Initiate ideas or lead the team to solve problems together - Develop applications based on assignments 🎯 Qualifications Core Skills - Strong communication and presentation skills - Strong technical knowledge in: React.js - For developing modern Frontend UI/UX applications Node.js - For Backend development and API creation TypeScript - For writing efficient and maintainable code SQL - For database management Git - For version control and team collaboration Additional Requirements - Understanding of Scrum methodology - Familiarity with Agile development technologies - Ability to learn new programming languages and technologies quickly 🌟 Life @IndexLivingMall - ฝึกงานที่นี่ดียังไง? 💼 ประสบการณ์การทำงาน - ✅ สร้าง Product จริง - ได้แก้ปัญหาให้กับ User จริงๆ - 💡 เปิดกว้างรับไอเดีย - มีพื้นที่แสดงออกได้เต็มที่ - 🔬 ลองของใหม่ได้ - มีโอกาสทดลองเทคโนโลจีใหม่ๆ - ⚡ Startup Culture - ทำงานแบบ Sprint มีความคล่องตัว 🎁 สวัสดิการ - 💰 เบี้ยเลี้ยง + หอพักฟรี - 👨‍🏫 พี่เลี้ยงใจดี พร้อมสอนงานแบบ hands-on 🎉 กิจกรรมสนุกๆ - 🎲 Board Game ช่วงเย็นหลังเลิกงาน - 🍺 ชาบู บุฟเฟ่ ปิ้งย่าง และเบียร์! เมื่อจบงานหรือจบ Sprint 🚀 Technologies You'll Learn & Work With React.js - Build modern web applications - Component-based architecture - State management and Hooks - API integration and data flow Node.js - Backend development - RESTful API creation - Express.js framework - Asynchronous programming patterns TypeScript - Type safety for JavaScript - Enhanced code maintainability - Improved developer experience - Modern ES6+ features 📈 What You'll Gain - Real-world experience building production applications - Mentorship from experienced developers - Hands-on training with cutting-edge technologies - Team collaboration in an Agile environment - Portfolio projects to showcase your skills Ready to join our development team at Index Living Mall? 🚀 Send us your resume and let's build something amazing together!",
บริษัท ฟินเทค (ประเทศไทย) จำกัด,Back End Developer,No,✅ MRT,1,3,3.0,0.0,ไม่มีค่าตอบแทน,"nodeJS, PostgreSQL, Mongo DB",Work From Home,บริษัท ฟินเทค (ประเทศไทย),"อาคาร Zuellig House ชั้น 5 ห้อง 505 เลขที่ 1-7 ถนน สีลม แขวง บางรัก เขต สีลม จังหวัด กรุงเทพมหานคร  10500 
  ","BTS ศาลาแดง, MRT สีลม","ทางบริษัท ฟินเทค (ประเทศไทย) จำกัด กำลังมองหานักศึกษาฝึกงานที่มีความกระตือรือร้นและมีความสามารถ เพื่อเข้าร่วมทีมพัฒนา Back End ของเรา ผู้สมัครที่สนใจควรมีความรู้พื้นฐานเกี่ยวกับการพัฒนาเว็บไซต์ และมีความสนใจในการเรียนรู้เทคโนโลยีใหม่ๆ ความรับผิดชอบ พัฒนาและดูแลระบบ Back End ของเว็บไซต์ ทำงานร่วมกับทีมนักออกแบบและนักพัฒนา Front End เพื่อสร้างเว็บไซต์ที่มีประสิทธิภาพ เรียนรู้และประยุกต์ใช้เทคโนโลยีใหม่ๆ ในการพัฒนา Back End มีส่วนร่วมในการระดมความคิดและออกแบบโซลูชันใหม่ๆ คุณสมบัติ กำลังศึกษาอยู่ในระดับปริญญาตรี สาขาวิทยาการคอมพิวเตอร์ หรือสาขาที่เกี่ยวข้อง มีประสบการณ์ในการใช้ Postgres, Mongo, Redis, Node.js (จะพิจารณาเป็นพิเศษ) มีความรู้พื้นฐานเกี่ยวกับ Web security มีความกระตือรือร้นในการเรียนรู้และพัฒนาตนเอง สามารถทำงานเป็นทีมได้ดี มีความรับผิดชอบและตรงต่อเวลา สิ่งที่ได้รับ ประสบการณ์การทำงานจริงในสภาพแวดล้อมที่เป็นมืออาชีพ โอกาสในการเรียนรู้และพัฒนาทักษะจากทีมงานที่มีประสบการณ์ มีโอกาสในการร่วมงานกับบริษัทหลังจบการฝึกงาน",ผลตอบแทน ขึ้นอยู่กับผลงานและโปรเจคที่บริษัทมีในขณะนั้น
บริษัท ฟินเทค (ประเทศไทย) จำกัด,Full Stack Developer,No,✅ MRT,2,6,3.0,0.0,ไม่มีค่าตอบแทน,"JavaScript, ReactJS, nodeJS, Flutter, React, PostgreSQL, Mongo DB",Work From Home,บริษัท ฟินเทค (ประเทศไทย),"อาคาร Zuellig House ชั้น 5 ห้อง 505 เลขที่ 1-7 ถนน สีลม แขวง บางรัก เขต สีลม จังหวัด กรุงเทพมหานคร  10500 
  ","BTS ศาลาแดง, MRT สีลม","ทางบริษัท ฟินเทค (ประเทศไทย) จำกัด กำลังมองหานักศึกษาฝึกงานที่มีความกระตือรือร้นและมีความสามารถ เพื่อเข้าร่วมทีมพัฒนา Full Stack ของเรา ผู้สมัครที่สนใจควรมีความรู้พื้นฐานเกี่ยวกับการพัฒนาเว็บไซต์ ทั้ง Front End และ Back End และมีความสนใจในการเรียนรู้เทคโนโลยีใหม่ๆ ความรับผิดชอบ พัฒนาและดูแลเว็บไซต์ทั้งส่วน Front End และ Back End ทำงานร่วมกับทีมนักออกแบบ UI/UX เพื่อสร้างประสบการณ์การใช้งานที่ดีที่สุด เรียนรู้และประยุกต์ใช้เทคโนโลยีใหม่ๆ ในการพัฒนา Full Stack มีส่วนร่วมในการระดมความคิดและออกแบบโซลูชันใหม่ๆ เขียนโค้ดที่สะอาด เรียบร้อย และมีประสิทธิภาพ แก้ไขปัญหาและข้อผิดพลาดของระบบ คุณสมบัติ กำลังศึกษาอยู่ในระดับปริญญาตรี สาขาวิทยาการคอมพิวเตอร์ หรือสาขาที่เกี่ยวข้อง มีความรู้พื้นฐานเกี่ยวกับ HTML, CSS และ JavaScript มีประสบการณ์ในการใช้ Flutter หรือ React ในการพัฒนา Front End (จะพิจารณาเป็นพิเศษ) มีประสบการณ์ในการใช้ Postgres, Mongo, Redis, Node.js ในการพัฒนา Back End (จะพิจารณาเป็นพิเศษ) มีความรู้พื้นฐานเกี่ยวกับ Web security มีความกระตือรือร้นในการเรียนรู้และพัฒนาตนเอง สามารถทำงานเป็นทีมได้ดี มีความรับผิดชอบและตรงต่อเวลา สิ่งที่ได้รับ ประสบการณ์การทำงานจริงในสภาพแวดล้อมที่เป็นมืออาชีพ โอกาสในการเรียนรู้และพัฒนาทักษะจากทีมงานที่มีประสบการณ์ มีโอกาสในการร่วมงานกับบริษัทหลังจบการฝึกงาน",ผลตอบแทน ขึ้นอยู่กับผลงานและโปรเจคที่บริษัทมีในขณะนั้น
บริษัท ซีพี ออลล์ จำกัด (มหาชน),Software Development Trainee,Yes,,2,5,2.5,0.0,,"Software Engineer, Intern, Golang, Java, JavaScript, Frontend, ReactJS, nodeJS, AWS, Backend, Developer, Flutter, web application, expressJS, FullStack, software development, Web Developer, API, React, Docker, Software Developer",,"Gosfot Office, The Tara Building, 8, 9, 10 floor., Chaeng-Watthana, Parkred, Nonthaburi","อาคาร อาคาร เดอะ ธารา เลขที่ 58/28 ถนน แจ้งวัฒนะ แขวง ปากเกร็ด เขต บางตลาด จังหวัด นนทบุรี  11120 
  ",,"Position : Software Development Trainee - work with Gosoft(Thailand) Location : Pak Kret, Nonthaburi (Hybrid options available) Duration : Internship or entry-level program (usually 2–4 months for trainees) Responsibilities Assist in designing, coding, testing, and deploying software applications. Work on real enterprise systems such as delivery platforms, CRM systems, and internal tools. Participate in debugging and troubleshooting software issues. Support documentation and QA processes , including writing technical documents and user manuals. Collaborate with senior developers on CI/CD pipelines and modern development practices. Learn and apply best practices in software engineering , including version control and agile methodologies. Required Skills Basic programming knowledge in languages like Python, Java, C#, or PHP . Familiarity with web technologies (HTML, CSS, JavaScript) and frameworks (Node.js, React.js, Laravel). Understanding of database systems (SQL/MySQL). Knowledge of cloud platforms (AWS, Azure, or GCP) is a plus. Strong problem-solving and analytical skills . Good communication and teamwork abilities. Preferred Qualifications Currently pursuing or recently graduated in Computer Science, Computer Engineering, IT, or related fields . Experience with personal or academic projects in web/app development. Familiarity with tools like Git, Docker, Kubernetes is an advantage. What You’ll Gain Hands-on experience with large-scale enterprise systems . Exposure to modern technologies (Databricks, Spark, Kubernetes). Mentorship from senior engineers. Certificate of completion and potential job opportunities for top performers. [careers-page.com]",
บริษัท ซิปอีเว้นท์ จำกัด,Software Developer,No,✅ BTS,2,5,2.5,0.0,บาท (เหมาจ่าย),,Hybrid,สำนักงานใหญ่,"บริษัท ซิปอีเว้นท์ จำกัด
เลขที่ 68 ถนน พหลโยธิน แขวง พญาไท เขต สามเสนใน จังหวัด กรุงเทพมหานคร 10400","การเดินทาง : 
BTS อารีย์ ทางออก4 (ฝั่งวิลล่า) เดินเข้าซอยพหลโยธิน 6 (ข้างโชว์รูมโตโยต้า) สุดซอยแล้วเลี้ยวขวา เดินต่อจะเจอบ้านเลขที่ 68 รั้วสีเทา บ้านสองชั้นหลังสีขาว",พัฒนาเว็บไซต์และระบบแพลตฟอร์มของบริษัททั้ง Front-end และ Back-end พัฒนาระบบหรือผลิตภัณฑ์เพิ่มเติมจากความต้องการของผู้มาใช้บริการเพื่อตอบสนองต่อความหลากหลายของรูปแบบงานบริการ มีส่วนร่วมในการออกความคิดเห็นพัฒนาปรับปรุงผลิตภัณฑ์และบริการของบริษัท,มีพื้นฐานและความเข้าใจเกี่ยวกับการพัฒนาเว็บไซต์ด้วย vue.js/.net core/mongo db
บริษัท ฟินเทค (ประเทศไทย) จำกัด,Quant Modeler,Yes,✅ MRT,5,16,3.2,0.0,ไม่มีค่าตอบแทน,"Python, statistics",Work From Home,บริษัท ฟินเทค (ประเทศไทย),"อาคาร Zuellig House ชั้น 5 ห้อง 505 เลขที่ 1-7 ถนน สีลม แขวง บางรัก เขต สีลม จังหวัด กรุงเทพมหานคร  10500 
  ","BTS ศาลาแดง, MRT สีลม",ทางบริษัท ฟินเทค (ประเทศไทย) จำกัด กำลังมองหานักศึกษาฝึกงานที่มีความรู้ความสามารถทางด้านคณิตศาสตร์ สถิติ และการเขียนโปรแกรม เพื่อเข้าร่วมทีมพัฒนา Quant Model ของเรา ผู้สมัครที่สนใจควรมีความเข้าใจพื้นฐานเกี่ยวกับแบบจำลองทางการเงิน และมีความสนใจในการเรียนรู้และพัฒนาทักษะการวิเคราะห์เชิงปริมาณ ความรับผิดชอบ พัฒนาและปรับปรุงแบบจำลองทางการเงินโดยใช้ Python วิเคราะห์ข้อมูลทางการเงินและสถิติ ทดสอบและประเมินผลการทำงานของแบบจำลอง ทำงานร่วมกับทีมงานเพื่อนำเสนอผลการวิเคราะห์ เรียนรู้และประยุกต์ใช้เทคนิคใหม่ๆ ในการพัฒนา Quant Model คุณสมบัติ กำลังศึกษาอยู่ในระดับปริญญาตรีหรือสูงกว่า สาขาคณิตศาสตร์ สถิติ วิทยาศาสตร์คอมพิวเตอร์ วิศวกรรมศาสตร์ หรือสาขาที่เกี่ยวข้อง มีความรู้พื้นฐานเกี่ยวกับคณิตศาสตร์และสถิติ มีทักษะในการเขียนโปรแกรม Python มีความสนใจในด้านการเงินและตลาดทุน มีความกระตือรือร้นในการเรียนรู้และพัฒนาตนเอง สามารถทำงานเป็นทีมได้ดี มีความรับผิดชอบและตรงต่อเวลา สิ่งที่ได้รับ ประสบการณ์การทำงานจริงในสภาพแวดล้อมที่เป็นมืออาชีพ โอกาสในการเรียนรู้และพัฒนาทักษะจากทีมงานที่มีประสบการณ์ มีโอกาสในการร่วมงานกับบริษัทหลังจบการฝึกงาน,
บริษัท อินเด็กซ์ ลิฟวิ่งมอลล์ จำกัด (มหาชน),Application Support,Yes,,1,1,1.0,0.0,,,On-Site,สำนักงานใหญ่,เลขที่ 147 ถนน พระรามที่ 2 ซอย 50 แขวง บางขุนเทียน เขต แสมดำ จังหวัด กรุงเทพมหานคร 10150,Line ID: jirakrit,,"เกี่ยวกับงาน เรากำลังมองหานักศึกษาฝึกงานที่มีความสนใจด้านระบบภายในองค์กรและการสนับสนุนผู้ใช้งาน โดยเฉพาะการพัฒนาและดูแลแอปพลิเคชันบน Microsoft Power Platform (Power Apps, Power Automate, SharePoint Online) คุณจะได้มีโอกาสทำงานร่วมกับทีม IT จริง เรียนรู้กระบวนการพัฒนาและแก้ไขปัญหา รวมถึงได้สัมผัสการทำงานในองค์กรระดับมืออาชีพ หน้าที่และความรับผิดชอบ สนับสนุนการใช้งานระบบภายในองค์กรที่พัฒนาด้วย Microsoft Power Platform ตรวจสอบและแก้ไขปัญหาเบื้องต้นใน Power Apps / Power Automate / SharePoint List ทดสอบระบบก่อนส่งมอบให้ผู้ใช้งาน (UAT) และสรุปผลการทดสอบ ช่วยพัฒนาฟีเจอร์เพิ่มเติม หรือปรับปรุง Flow ให้มีประสิทธิภาพมากขึ้น จัดทำคู่มือการใช้งาน และให้คำแนะนำแก่ผู้ใช้งาน ประสานงานกับทีม IT และทีมที่เกี่ยวข้องเพื่อแก้ไขปัญหา งานอื่น ๆ ที่ได้รับมอบหมายด้าน Application Support คุณสมบัติผู้สมัคร มีพื้นฐานหรือความสนใจใน Microsoft Power Platform Power Apps (Canvas App) Power Automate (Cloud Flow / Desktop Flow) SharePoint Online / Dataverse มีทักษะการแก้ไขปัญหา (Problem Solving) และเรียนรู้ได้รวดเร็ว มีความละเอียดรอบคอบ และสามารถทำงานเป็นทีมได้ พร้อมเรียนรู้สิ่งใหม่ ๆ และพัฒนาตนเองอย่างต่อเนื่อง หากมีโปรเจกต์ที่พัฒนา Power Apps หรือ Power Automate มาก่อน จะพิจารณาเป็นพิเศษ สวัสดิการสำหรับนักศึกษาฝึกงาน มีพี่เลี้ยงคอยสอนงาน (Mentor) ได้รับประสบการณ์ด้าน System Support และ Low-code Development จริง สามารถใช้ผลงานเป็น Portfolio เมื่อจบการศึกษา"
บริษัท วิสัย เอไอ จำกัด,NLP Researcher,Yes,,1,4,4.0,0.0,,"data science, AI, NLP",Hybrid,กรุงเทพ,"1284, 1286, 1288, 1290 Ladprao Rd., Chomphon, Chatuchak, Bangkok 10900",อาคาร depa ชั้น 3 ข้างๆอาม่งหม่าล่า,"NLP Researcher Responsibilities Prepare and curate legal data online via web scraping Develop tokenizer that is efficient on Thai language - tailored for legal domain. Curate synthetic data using LLMs - conduct literature review for adjacent synthetic data works, designed a pipeline for synthetic data with quality control. Implement a baseline for named entity extraction + relation extraction via LLMs based on the literature reviewed papers. Qualifications Strong Python skills; comfortable with notebooks and production scripts. Familiarity with NLP fundamentals (tokenization, embeddings, sequence models, evaluation). Familiar with Docker, Git Can comfortably research on recent papers with minimum supervision Taking Pattern Recognition/NLP either via youtube or offline course is a plus. Can finish the aforementioned homework by themselves is also a strong plus.",
บริษัท วิสัย เอไอ จำกัด,AI Engineer,Yes,,1,4,4.0,0.0,,,Hybrid,กรุงเทพ,"1284, 1286, 1288, 1290 Ladprao Rd., Chomphon, Chatuchak, Bangkok 10900

อาคาร DEPA ข้างร้านอาม่งหม่าล่า ชั้น 3",,"AI Engineer Responsibilities Research and experiment on different prompt optimization libraries. Design and conduct prompt optimization using standard prompt libraries and iteratively improve prompt upon error analysis feedbacks. Compare different prompt optimization setups and summarize tradeoffs, pros/cons of each approach. Qualifications Strong Python skills; comfortable with notebooks and production scripts. Familiarity with NLP fundamentals (tokenization, embeddings, sequence models, evaluation). Familiar with Docker, Git Can comfortably research on recent papers with minimum supervision Experienced in using DsPy or any related prompt optimization library is a plus.",
ธนาคารกรุงศรีอยุธยา จำกัด (มหาชน),Venture Intern - Research Team,No,✅ BTS,2,10,5.0,0.0,,"startup,  Research, Venture",Hybrid,อาคารกรุงศรี สำนักงานเพลินจิต,"550 Phloen Chit Rd, Lumphini, Pathum Wan, Bangkok 10330",BTS สถานีเพลินจิต ,"Job description ⁃ Support Krungsri Finnovate team on doing the researches, and ad hoc works including some presentations ⁃ Help team take notes on some meetings with startups ⁃ Support any ecosystem activities that may be assigned ⁃ Other works that will be assigned Opportunities ⁃ Learn from startup pitches ⁃ Learn from the team ⁃ Attend different activities in Ecosystem together with the team Requirement ⁃ Have good or some interest in businesses spaces, especially related to startups ⁃ Can research, communicate, and work in both English and Thai ⁃ Mostly the work is remote with some onsite meetings (normally around once a week, one month maybe around 4-5 times) ⁃ Can do mindset, self-motivated and eagerness to learn",To apply ⁃ Please send your resume along with below details ⁃ Period that you are available for the internship ⁃ The dates that you can intern with us (in case that you cannot work 5 days a week - but we preferred full time or minimum 3 full days a week)
